activity,trial,subject,fs_hz,n_samples,duration_s,file_clean,trimmed_start_s,trimmed_end_s,steady_s,analysed_fraction,steady_threshold_g,no_motion,n_steady_segments,discarded_steady_s,n_bouts_analysed,steady_s_all_bouts,unanalysed_steady_s,bout_cadence_spread,frame_mode,frame_verdict,frame_reasons,forward_eig_ratio,forward_well_conditioned,forward_sign_confident,forward_sign_criteria_agree,forward_phase_effect_size,forward_impact_effect_size,vertical_tilt_median_deg,vertical_tilt_p95_deg,forward_drift_p95_deg,static_frame_valid,step_stride_axis_angle_deg,ml_independently_supported,fundamental_power_fraction,step_regularity,stride_regularity,step_symmetry_index,periodicity_ok,band_low_hz,band_high_hz,n_steps,n_steps_primary_bout,cadence_spm,cadence_spm_primary_bout,cadence_spm_span,cadence_spm_spectral,cadence_cv,irregular_stride_fraction,alternating_interval_asymmetry_abs_pct,cadence_in_band,detector_spectral_ratio,cadence_spread_within_bout,mixed_gait,harmonic_ambiguous,subharmonic_power_ratio,cadence_flagged,cadence_failure_cause,sample_rate_plausible,span_too_short,cadence_diagnosis,n_labelled_steps,contact_window_samples,alternation_consistency,alternation_surrogate_null,alternation_random_null,alternation_mid_step,excess_over_surrogate,n_non_flips,longest_same_sign_run,contact_margin_median,contact_margin_below_quarter_fraction,best_phase_alternation,best_phase_offset,best_phase_excess_over_surrogate,best_phase_surrogate_max_mean,best_phase_beats_surrogate_p95,alternation_phase_range,omega_v_rms_rad_s,omega_stride_power_fraction,omega_stride_over_step_power,cluster_separation_d,cluster_separation_d_excess,ground_truth_available,quality_verdict,quality_summary,side_classification
jog,9,11,50.0,3284,65.68,True,0.0,0.68,65.0,0.9896467722289889,1.0493364151123556,False,1,0.0,1,65.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 11 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 34 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",18.258495905161816,True,True,True,-0.16362649713298166,-0.24511442361553507,18.345725283183693,34.09258219701016,21.090723774280388,False,10.60511636996044,False,0.394409378771026,0.15055055361832928,0.7796359830812037,0.19310364950491074,True,1.8631396413893775,3.992442088691523,171,171,159.52873746218756,159.52873746218756,158.48353014294594,159.69768354766094,0.039021146239281795,0.011834319526627168,20.13673088875085,True,0.9989420880646465,0.066339066339057,False,False,0.06987594577919452,False,none,True,False,in band and consistent with the spectral estimate,171,5,0.6235294117647059,0.5913529411764705,0.5024705882352941,0.21301775147928995,0.03217647058823536,64,15,0.5433825678642052,0.2046783625730994,0.9644970414201184,0.9,0.2656359206404455,0.6988611207796729,True,0.7514792899408285,2.3972423789262023,0.38699203278521077,1.4859679845888876,3.3209147103270373,0.6736985167500116,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,12,50.0,4534,90.68,True,0.0,0.68,90.0,0.992501102779003,0.9218887485233407,False,1,0.0,1,90.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 6 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 33 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error | forward sign (front vs back) is not resolved with confidence",39.408440539077645,True,False,True,0.003909484031024875,0.23969488724949364,14.491167330043542,33.46688055508473,14.211994950380841,False,6.025179192923119,False,0.579646173024304,0.37215763981360556,0.8355022163471444,0.44542986545349517,True,1.9726553461575433,4.227118598909022,251,251,167.4544226873734,167.4544226873734,167.22408026755852,169.08474395636085,0.04603997657195961,0.004016064257028162,12.709030100334472,True,0.9903579635226688,0.05607155142760022,False,False,0.04212906062935299,False,none,True,False,in band and consistent with the spectral estimate,251,5,0.888,0.5098,0.49939999999999996,0.42971887550200805,0.3782,28,5,0.7490604575459802,0.05976095617529881,0.94,0.1,0.35024899598393566,0.5897510040160643,True,0.7713253012048192,2.9250505120520236,0.01988367023364049,0.24086704454763172,5.641689960518137,2.9944737669411117,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,13,50.0,3414,68.28,True,0.0,0.28,68.0,0.9958992384299942,0.900797046371392,False,1,0.0,1,68.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 0 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 34 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",7.2973237968846965,True,True,False,0.22877982634316754,-0.10704046777583372,16.82940164302724,33.559676253895134,80.43176095237637,False,0.39808084233552743,False,0.5489276535088478,0.3713982196517297,0.8736519238511021,0.4251100575782944,True,1.9361923410416044,4.1489835879462955,186,186,164.81537075953165,164.81537075953165,164.49318316538233,165.9593435178518,0.03810126871920335,0.005434782608695676,14.36335403726703,True,0.9931069095956196,0.08591820987653792,False,False,0.018941859041550893,False,none,True,False,in band and consistent with the spectral estimate,186,5,0.5945945945945946,0.3978108108108108,0.501,0.43243243243243246,0.1967837837837838,75,12,0.3598706731213219,0.3817204301075269,0.6378378378378379,0.6,0.14443243243243242,0.49340540540540545,True,0.5675675675675675,1.694568692454313,0.057421982022249456,0.20370988158772635,2.5484378807789265,-0.09877831279809923,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,14,50.0,3896,77.92,True,0.0,0.92,77.0,0.9881930184804928,0.9968409818609385,False,1,0.0,1,77.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 19 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 27 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error | forward sign (front vs back) is not resolved with confidence",60.279943929185855,True,False,False,0.04822798596641767,-0.11633061381282835,15.484174454716191,27.253081708546375,12.827536079918763,False,18.812263525001665,False,0.43545110563156547,0.24442528563411295,0.8397522049467248,0.2910683463458362,True,1.876820364214028,4.021757923315775,204,204,159.7469355476473,159.7469355476473,159.59119496855345,160.87031693263097,0.05067549316928063,0.0,12.114183116424979,True,0.9930168510486983,0.07653872359754547,False,False,0.04227664779137028,False,none,True,False,in band and consistent with the spectral estimate,204,5,0.5073891625615764,0.5615270935960591,0.5002955665024631,0.5148514851485149,-0.05413793103448272,100,12,0.1333601061203036,0.7549019607843137,0.9306930693069307,0.7,0.23829488367555973,0.692398185631371,True,0.7976881431985563,3.4012123006397332,0.19944904902726973,1.4335188728873018,1.8450653232565302,-0.8021508703204956,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,15,50.0,3974,79.48,True,0.0,0.48,79.0,0.9939607448414695,0.8699770556008877,False,1,0.0,1,79.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 9 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 38 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",13.802243040869328,True,True,True,0.2909487563188667,0.2643692600489254,16.47006317576656,38.26764718209291,38.31993865541344,False,8.967489010618364,False,0.6410027401183536,0.5846778588038388,0.91293564180214,0.6404371042516004,True,1.9509372422849296,4.1805798048962775,219,219,166.49616368286442,166.49616368286442,166.41221374045801,167.2231921958511,0.028300477966508163,0.0,2.6463104325699653,True,0.9956523464033912,0.05572755417955547,False,False,0.044706505701768616,False,none,True,False,in band and consistent with the spectral estimate,219,5,0.7798165137614679,0.5702752293577982,0.4993807339449542,0.35944700460829493,0.2095412844036697,48,9,0.485641780042563,0.2465753424657534,0.963302752293578,0.4,0.2750543271466621,0.6882484251469159,True,0.8527036739525642,2.501908212411823,0.204485949596114,1.3081248779960737,3.4202373222747786,0.7730211286977529,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,16,50.0,4814,96.28,True,0.0,2.28,94.0,0.9763190693809721,0.813967673760948,False,1,0.0,1,94.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 3 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 31 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",4.271035879065093,True,True,True,-0.24821030771989674,-0.7588799864957306,19.60752077789153,30.539258336914976,17.798459741776213,False,3.4166089208862274,False,0.2632146502910926,0.21441476362343317,0.7920844101476757,0.27069686118864256,True,1.8336994464454555,3.929355956668833,244,244,157.11947626841243,157.11947626841243,156.67311411992262,157.17423826675335,0.03759098823484216,0.008264462809917328,12.991351887079146,True,0.9996515841339852,0.0586605833469011,False,False,0.07803159051539325,False,none,True,False,in band and consistent with the spectral estimate,244,5,0.5596707818930041,0.4739094650205762,0.4999382716049382,0.17695473251028807,0.08576131687242794,107,17,0.4411475093412656,0.3483606557377049,0.6995884773662552,0.9,0.11893004115226335,0.5806584362139918,True,0.6049382716049383,1.2490375604652502,0.13220339324989908,0.5586494217759218,2.3125853329048414,-0.3346308606721844,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,17,50.0,3377,67.54,True,0.0,0.54,67.0,0.9920047379330766,1.1734180499100673,False,1,0.0,1,67.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 4 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 31 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",23.945283687396685,True,True,False,0.12463764521943528,-0.004437732529436755,17.262312796907164,30.77706416949333,13.722762461045708,False,4.324287139365423,False,0.4489489009333658,0.26396178069891124,0.899357232332443,0.29350048146534397,True,1.9731149778838963,4.228103524036921,185,185,168.22429906542055,168.22429906542055,165.9651232711966,169.12414096147683,0.03819218082561235,0.016393442622950838,2.4052916416115004,True,0.9946794000493328,0.04385964912280216,False,False,0.046957946865454805,False,none,True,False,in band and consistent with the spectral estimate,185,5,0.8967391304347826,0.6188586956521739,0.50125,0.9726775956284153,0.2778804347826087,19,6,0.38457459091301543,0.2810810810810811,0.9726775956284153,0.5,0.23578344024708953,0.7368941553813257,True,0.7978142076502732,3.6462165062454353,0.11334112480529078,3.58744355033971,3.563011937750476,0.9157957441734501,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,18,50.0,4856,97.12,True,0.0,0.12,97.0,0.9987644151565074,0.58498348427471,False,1,0.0,1,97.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 58 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 25 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",4.888745780447171,True,True,True,0.8319937088934496,0.10015891930747012,11.762769954058182,25.45794888769513,28.96564233208956,False,58.421525036707195,False,0.6636223874149254,0.6909825993317211,0.8985590333493296,0.7689896530850303,True,2.121857510160984,4.546837521773537,293,293,181.15791658020336,181.15791658020336,181.1789038262668,181.87350087094148,0.03130302189471384,0.0,6.742502585315412,True,0.9960654834964335,0.06060606060605923,False,False,0.017499800924142453,False,none,True,False,in band and consistent with the spectral estimate,293,5,0.952054794520548,0.7407705479452054,0.49948630136986294,0.7457044673539519,0.21128424657534262,14,7,0.7896073220032934,0.07508532423208192,0.9862542955326461,0.1,0.15544791225344834,0.8308063832791978,True,0.4810996563573884,1.1864433405410173,0.6059876972101672,58.49094550582281,4.65305647386757,2.0058402802905446,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,19,50.0,5214,104.28,True,1.0,52.28,51.0,0.9397775220560031,0.5427741945447871,False,2,47.0,2,98.0,0.0,0.03459248998794763,tracking,ok,"NOTE (not a failure): vertical wanders 16 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",16.89390446031643,True,True,False,-0.6648638846860733,0.3478824069939558,8.69952562877725,16.03838615575714,9.123185655685479,False,74.61602021173094,True,0.6758966440696226,0.5519826018135824,0.8787083253555935,0.6281749994689164,True,1.8818649884913217,4.032567832481404,264,136,163.56720202874047,160.89653792275365,160.9697933227345,161.30271329925617,0.0374132594263265,0.007692307692307665,1.2813515886387223,True,0.9974819061118397,0.05405405405405785,False,False,0.010769852850030898,False,none,True,False,in band and consistent with the spectral estimate,136,5,0.48148148148148145,0.4507037037037037,0.5023703703703704,0.23703703703703705,0.030777777777777737,70,15,0.3357385159112243,0.4117647058823529,0.8888888888888888,0.1,0.28414814814814804,0.6047407407407408,True,0.837037037037037,1.0457302888818463,0.09490898038679198,0.3449887516138554,2.8213365661246015,0.17412037254757573,False,ok,all checks passed,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,20,50.0,4143,82.86,True,0.0,0.86,82.0,0.9896210475500845,0.8753254007823031,False,1,0.0,1,82.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 5 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 28 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",8.066552238661432,True,True,True,-0.20204417491418944,-0.47172528936823405,14.322686503754902,28.3286968992343,76.0294173423362,False,5.209949856975805,False,0.800991006084485,0.7307832822107695,0.8751502470776797,0.8350375088746378,True,2.025608522656206,4.340589691406156,235,235,172.72614468296314,172.72614468296314,172.3968565815324,173.62358765624623,0.03234952400024364,0.0042918454935622075,3.53634577603183,True,0.9948310999363754,0.055555555555555025,False,False,0.011218737219527028,False,none,True,False,in band and consistent with the spectral estimate,235,5,0.9829059829059829,0.7259615384615384,0.4999145299145299,0.3504273504273504,0.2569444444444444,4,5,0.7525227040897998,0.059574468085106386,0.9829059829059829,0.0,0.17496350097208457,0.8079424819338983,True,0.6324786324786325,2.1789253340808514,0.07446642546347843,3.4850536045558362,5.417142643382973,2.769926449805947,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,21,50.0,5535,110.7,True,0.0,0.7,110.0,0.9936766034327009,0.7700138512835992,False,1,0.0,1,110.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 4 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 35 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",42.957604455078844,True,True,True,0.29245027522034,0.6146389545822651,16.473504859519934,34.75969565430345,37.284650378223056,False,3.890475090986612,False,0.6710388440016903,0.6703830511685407,0.8401024273990173,0.7979777575980431,True,1.8495715977244893,3.9633677094096202,282,282,158.80322209436133,158.80322209436133,154.25434583714548,158.5347083763848,0.03420452001772566,0.014285714285714235,4.480721474317319,True,1.0016937219661644,0.052777777777784765,False,False,0.020601102320535237,False,none,True,False,in band and consistent with the spectral estimate,282,5,0.9715302491103203,0.647473309608541,0.49971530249110324,0.12455516014234876,0.3240569395017793,8,3,0.6849142010477549,0.06028368794326241,0.9786476868327402,0.2,0.24277580071174365,0.7358718861209965,True,0.889679715302491,2.4167887769546232,0.2787464692999136,2.5736067376862275,4.929793255067441,2.2825770614904153,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,22,50.0,4813,96.26,True,0.0,0.26,96.0,0.9972989819239559,0.7273254821669339,False,1,0.0,1,96.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 15 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 27 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error | forward sign (front vs back) is not resolved with confidence",18.5962504065568,True,False,True,0.024627643263536107,0.41518264037379116,12.979101597261405,26.794767310935676,10.974227582685254,False,14.657322724151065,False,0.4987909742711755,0.2583210918577449,0.9100488449224602,0.28385409563346553,True,1.9583265093792048,4.196413948669725,268,268,167.50629722921914,167.50629722921914,167.5732217573222,167.856557946789,0.029417041211342476,0.0,13.271463176770313,True,0.9979133331348252,0.03573749187784871,False,False,0.06451492679814032,False,none,True,False,in band and consistent with the spectral estimate,268,5,0.7902621722846442,0.6129775280898876,0.4995505617977528,0.3533834586466165,0.17728464419475665,56,7,0.3115430680154665,0.40671641791044777,0.947565543071161,0.3,0.23838951310861434,0.7091760299625467,True,0.5941820844245445,1.7733092786994886,0.040710509326619806,2.663602346693876,2.928971445167799,0.2817552515907731,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,23,50.0,4815,96.3,True,0.0,0.3,96.0,0.9968847352024922,0.8461918787611606,False,1,0.0,1,96.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 35 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 33 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",8.622120835875865,True,True,True,0.41067181565410893,0.985674895465585,16.916531814375173,33.02712173019177,28.274680865393478,False,35.4225057821276,False,0.52438552440335,0.6460709433688611,0.8636482537044391,0.7480718459137438,True,2.019637654494512,4.327794973916811,278,278,173.47580138277812,173.47580138277812,173.52265608686574,173.11179895667246,0.02678721706661879,0.0,7.3768085679440745,True,1.0021027014235855,0.027777777777782748,False,False,0.05804995574700675,False,none,True,False,in band and consistent with the spectral estimate,278,5,0.9855595667870036,0.6752707581227437,0.49987364620938635,0.17753623188405798,0.3102888086642599,4,3,0.727580678299141,0.046762589928057555,0.9927536231884058,0.8,0.19084209700204036,0.8019115261863654,True,0.9855072463768115,2.3487482106155495,0.39918194413588687,2.3932143187774892,5.699565650043573,3.0523494564665477,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,9,24,50.0,2843,56.86,True,0.0,0.86,56.0,0.9848751319029194,1.2889143256062108,False,1,0.0,1,56.0,0.0,0.0,tracking,vertical_only,"horizontal axis not dominant (eigenvalue ratio 3.3 < 4.0) | step-rate and stride-rate horizontal axes are 39 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 37 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",3.260440488965448,False,True,True,0.12715694560738464,0.22276769747532832,21.022649154976268,36.763380890879745,33.91598608270834,False,38.72660285202063,False,0.4316096180851348,0.11720424977502662,0.8528497268485001,0.13742661348808374,True,2.0455160226528273,4.3832486199703435,164,164,175.8957654723127,175.8957654723127,175.83603020496224,175.32994479881376,0.050985263330614136,0.0,6.223003538117973,True,1.0032271764766036,0.0890282583621675,False,False,0.040129576268308216,False,none,True,False,in band and consistent with the spectral estimate,164,5,0.50920245398773,0.4945705521472392,0.5029754601226993,0.24539877300613497,0.01463190184049079,80,19,0.4366045798454803,0.2804878048780488,0.5950920245398773,0.1,-0.009843974854199744,0.604935999394077,False,0.3496932515337423,3.1699938560788055,0.07746600897918615,0.37361031100803177,3.1094442914010734,0.4622280978240476,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,16,1,50.0,1567,31.34,True,0.0,0.34,31.0,0.9891512444160817,0.7964828669815598,False,1,0.0,1,31.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 16 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 31 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error | forward sign (front vs back) is not resolved with confidence",8.578083577445474,True,False,True,0.03214590020437235,0.001807552607789484,18.338936134194505,31.003710420793805,20.291388878033764,False,16.44347188966425,False,0.4109954530109847,0.15197500422856017,0.8732925664633339,0.17402530384980783,True,1.9435322389959167,4.164711940705536,84,84,163.96761133603238,163.96761133603238,163.27868852459017,166.58847762822143,0.058371946782575554,0.012195121951219523,24.027189124350347,True,0.9842674215557808,0.060404876926618965,False,False,0.05274445685836619,False,none,True,False,in band and consistent with the spectral estimate,84,5,0.891566265060241,0.5400602409638554,0.5045180722891566,0.9397590361445783,0.35150602409638554,9,5,0.5546389587347549,0.20238095238095238,0.9397590361445783,0.5,0.20226564795768454,0.7374933881868938,True,0.8433734939759037,2.621805583706467,0.30289906926313037,0.7189785681787019,4.540722207164749,1.8935060135877233,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,16,2,50.0,1452,29.04,True,0.0,0.04,29.0,0.9986225895316805,0.9138502121652979,False,1,0.0,1,29.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 16 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 29 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",17.935161134688435,True,True,True,0.17189554125749157,0.6196442872263874,16.56644427043009,29.431523426983244,11.770815902660823,False,15.55934450958286,False,0.4804993849606423,0.2670648131862462,0.9232334572000521,0.2892711600770951,True,1.8835827587955802,4.036248768847672,79,79,162.50439676398176,162.50439676398176,162.38723108952115,161.44995075390688,0.02460177059450672,0.0,22.6231783483691,True,1.0065311014661265,0.030030030030034526,False,False,0.04161688434200067,False,none,True,False,in band and consistent with the spectral estimate,79,5,0.44871794871794873,0.7152564102564102,0.5049358974358974,0.974025974025974,-0.26653846153846145,43,13,0.2770036400183855,0.45569620253164556,1.0,0.6,0.11477855477855481,0.8852214452214452,True,0.948051948051948,2.0968854343139496,0.37320862993459775,11.926820583166094,2.6410753197877894,-0.006140873789236334,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,16,3,50.0,1216,24.32,True,0.0,0.32,24.0,0.9868421052631579,0.6297343337351131,False,1,0.0,1,24.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 21 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 22 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",109.14439106803653,True,True,False,0.5923528517575384,-0.09756906951557705,9.281300825299109,21.99202556245067,10.274645095333192,False,21.010449541633854,False,0.6197642087302596,0.5061580182703532,0.8251970519640043,0.6133783646774736,True,1.9923337008361188,4.269286501791684,68,68,168.4389621437686,168.4389621437686,168.76574307304784,170.77146007166735,0.04499279862218417,0.0,5.625524769101585,True,0.9863414066558904,0.054285714285714555,False,False,0.024332488691638926,False,none,True,False,in band and consistent with the spectral estimate,68,5,0.029850746268656716,0.3793283582089553,0.5066417910447761,0.6060606060606061,-0.3494776119402986,65,36,0.7107952506233562,0.04411764705882353,0.8484848484848485,0.7,0.32976481230212573,0.5187200361827228,True,0.8186341022161918,1.107961825466865,0.09262030656162713,0.37633971441632524,,,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,16,4,50.0,921,18.42,True,0.0,0.42,18.0,0.9771986970684038,0.910203307065807,False,1,0.0,1,18.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 21 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 34 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error | forward sign (front vs back) is not resolved with confidence",18.746223750719896,True,False,True,0.03826293584591542,0.29906305145952455,14.785784331828943,34.263224206482256,19.058985192014216,False,20.6920923077219,False,0.6237078624868833,0.44745473805693314,0.8383591183449962,0.5337268102245408,True,1.780304525586574,3.814938269114087,46,46,151.89873417721518,151.89873417721518,152.02702702702703,152.5975307645635,0.03680595072892857,0.0,7.83169533169544,True,0.9954206559972032,0.05128205128205162,False,False,0.017617443909740304,False,none,True,False,in band and consistent with the spectral estimate,46,5,0.9111111111111111,0.631,0.5058888888888888,0.29545454545454547,0.2801111111111111,4,5,0.6996582777988303,0.0,0.9545454545454546,0.3,0.15635353535353536,0.7981919191919192,True,0.6590909090909092,3.2949250577442846,0.03234328136024448,0.7491331201975517,5.751850721418088,3.1046345278410623,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,16,5,50.0,765,15.3,True,0.0,0.3,15.0,0.9803921568627451,0.6302539538620603,False,1,0.0,1,15.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 20 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 24 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",22.83908870561862,True,True,False,-0.6838933560833648,0.223390440691548,13.127559582533717,24.44391649882042,1.0474885242049479,False,20.32531694451628,False,0.6674895631165007,0.6239837629995441,0.8126504624265676,0.7678378243166609,True,1.9872322713393749,4.258354867155804,43,43,173.11752287121743,173.11752287121743,173.07692307692307,170.33419468623214,0.04794667444587148,0.0,4.395604395604438,True,1.0163403959499289,0.03888888888888926,False,False,0.027421551780814995,False,none,True,False,in band and consistent with the spectral estimate,43,5,0.47619047619047616,0.5090476190476191,0.5067857142857143,0.8571428571428571,-0.03285714285714292,22,7,0.39660048212745047,0.27906976744186046,0.8571428571428571,0.5,0.20567944250871084,0.6514634146341463,True,0.4425087108013937,1.4171717506319732,0.31224095321566353,4.985684676349974,2.726067851263936,0.07885165768691005,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
jog,16,6,50.0,929,18.58,True,0.0,0.58,18.0,0.9687836383207751,1.010788575383728,False,1,0.0,1,18.0,0.0,0.0,tracking,vertical_only,"step-rate and stride-rate horizontal axes are 5 deg apart, not ~90 deg: mediolateral axis is unverified | NOTE (not a failure): vertical wanders 28 deg (p95) within the trial, so a trial-constant rotation would be invalid here; tracking mode is in use, which removes that error",13.90721162368505,True,True,True,0.18144094142854053,0.46635364533504636,14.075981354168288,28.182862404405938,8.831457942111848,False,5.120809116253675,False,0.5281300803580686,0.46298824864235544,0.7822796885315761,0.5918449058947634,True,1.837648764419475,3.9378187808988754,45,45,152.03299941072487,152.03299941072487,152.073732718894,157.51275123595502,0.05661950335634337,0.0,14.74654377880184,True,0.9652107414654865,0.07239602502760496,False,False,0.022989101557294868,False,none,True,False,in band and consistent with the spectral estimate,45,5,0.5909090909090909,0.5169318181818181,0.5051136363636364,0.5909090909090909,0.07397727272727284,18,7,0.3498408215285724,0.3111111111111111,0.9318181818181818,0.3,0.21403805496828743,0.7177801268498943,True,0.6136363636363635,2.1888827473555215,0.20416209092466844,2.3756158187273844,3.089717704898006,0.44250151132098026,False,partial,horizontal frame unverified: forward/mediolateral quantities are not trustworthy,"not classifiable: no ground truth, and alternation is gait-locked by construction"
