activity,trial,subject,n_samples,duration_s,fs_hz_assumed,has_timestamp_column,timestamp_irregularities_detectable,index_column,index_contiguous,index_step_min,index_step_max,index_gaps,n_nan,n_inf,n_duplicate_rows,gravity_mag_mean,gravity_mag_std,gravity_mag_min,gravity_mag_max,user_accel_rms_g,rotation_rate_rms_rad_s,longest_flatline_samples,longest_flatline_s,flatline_suspect,yaw_wraps,problems,clean
jog,16,7,1350,27.0,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999971040552681,1.3974594311210438e-06,0.9999928590075031,1.000000360524435,1.481917626492374,3.082774388531008,1,0.02,False,36,,True
jog,16,8,1952,39.04,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999870242280519,5.510519686429986e-06,0.9999707730978942,0.999997383102076,1.0701722776848164,1.7541532936579258,1,0.02,False,0,,True
jog,16,9,1072,21.44,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999979172395662,1.1721146514992263e-06,0.9999945174179707,1.000000451346898,2.1146681047992786,4.891239730227702,1,0.02,False,37,,True
jog,16,10,1453,29.06,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999942163160016,1.5102933754383785e-06,0.9999873299787353,0.9999974892818482,1.8687062850255514,4.197162519236563,1,0.02,False,15,,True
jog,16,11,985,19.7,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999963722400166,2.340754430215233e-06,0.9999906419137131,0.9999999652124995,2.0096170003333333,4.533734096381848,1,0.02,False,1,,True
jog,16,12,1244,24.88,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999962977820768,2.321937567103739e-06,0.9999892179128733,1.0000000199169998,1.872259693008773,4.4046522246481805,1,0.02,False,46,,True
jog,16,13,1029,20.58,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999959304638182,2.411452790489617e-06,0.9999892511612312,1.0000002065249787,1.7626272780301737,3.874307664729731,1,0.02,False,34,,True
jog,16,14,1237,24.74,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999974396361473,1.3655812928058462e-06,0.9999934094287822,1.0000009365805613,1.9678866650286881,4.101339682412895,1,0.02,False,53,,True
jog,16,15,1178,23.56,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999929229147329,2.8518945501699594e-06,0.9999855573287046,0.9999977859950491,1.9691168785239976,5.142132000110316,1,0.02,False,33,,True
jog,16,16,1699,33.98,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999934110821878,2.1598595945381027e-06,0.9999879396732743,0.999998090532677,1.5365742436475536,3.0373638546211237,1,0.02,False,27,,True
jog,16,17,960,19.2,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999989168541267,8.836269052414056e-07,0.99999541523199,1.0000005739103353,2.2459485681906424,5.24710703863854,1,0.02,False,28,,True
jog,16,18,1262,25.24,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999967115414171,1.6705340224462645e-06,0.9999927656523322,1.0000005312693587,1.195492512636148,2.2231436881355604,1,0.02,False,22,,True
jog,16,19,1207,24.14,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999987936567495,6.214465387019019e-07,0.9999967406286883,1.000000504037373,1.1700286551435177,2.1574508248382864,1,0.02,False,1,,True
jog,16,20,1385,27.7,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999955845382904,1.967120009933168e-06,0.9999901558285461,0.9999998916124941,1.5921645635625308,3.3918717134658256,1,0.02,False,55,,True
jog,16,21,1636,32.72,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999972411931614,1.8587990526655772e-06,0.9999902286112601,1.0000004843063828,1.6017521101036905,4.434036628579032,1,0.02,False,24,,True
jog,16,22,1468,29.36,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999916415515132,3.880105720096816e-06,0.9999807707656183,0.999998198360877,1.5906522114317034,3.5924771681476555,1,0.02,False,31,,True
jog,16,23,1147,22.94,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,1.0000000023635636,2.888601473278513e-07,0.9999993429942841,1.0000006611927814,1.7368442936503017,4.635852399460742,1,0.02,False,40,,True
jog,16,24,790,15.8,50.0,False,False,Unnamed: 0,True,1,1,0,0,0,0,0.9999999997192291,2.845064485212042e-07,0.999999318830268,1.0000006485747897,2.3943406246714143,5.68807709317084,1,0.02,False,15,,True
